Province,State,State Code,Latitude,Longitude,Tests,Days Since 1st Case,Total cases (4/14/2020),Deaths (4/14/2020),Population (for demographic %'s),% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,Population Density per Square mile of Land (2010),Housing Density Per Square Mile of Land,Avg Daily March 2011 Sunlight (KJ/m²) Missing HI and AK,GDP 2018,GDP/capita,"Percentage Living in Poverty, All Ages, 2016","Air Quality, Annual Average Ambient Concentrations of PM2.5, 2014",Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,High School Graduation Rate,% Some College,% Unemployed,% Children in Poverty,Income Inequality Ratio (80th%/20th%),% Single-Parent Households,Social Association Rate,Violent Crime Rate,Air pollution: Average Daily PM2.5,Presence of Drinking Water Violation,% Severe Housing Problems,Housing: Severe Cost Burden,Housing: Overcrowding,Housing: Inadequate Facilities,% Drive Alone to Work,% Long Commute - Drives Alone,Sleep <7 Hours_Percent,Sleep <7 Hours_CI_Low,Sleep <7 Hours_CI_High,Diabetes Total Percentage,Diabetes Male Percentage,Diabetes Female Percentage,"Coronary Heart Disease Death Rate per 100,000, All Ages, All Races/Ethnicities, Both Genders, 2014-2016","Hypertension Death Rate per 100,000 (any mention), 35+, All Races/Ethnicities, Both Genders, 2014-2016","Obesity, Age-Adjusted Percentage, 20+. 2015",% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low Birthweight,% Smokers (adults),% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Uninsured,Preventable Hospitalization Rate (Preventable hospital stays),% With Annual Mammogram,% Flu Vaccinated,Chronic Respiratory Disease: mortality rate per 100K (2014),Liver Disease: crude mortality rate per 100K (1999-2018),Liver Disease: % of Total Deaths (1999-2018),Liver Disease: crude mortality rate per 100K (2018),Liver Disease: % of Total Deaths (2018),Avg Temp Peak Growth-10 Rate,Avg Temp 10 Before First-Current,Avg Temp First-Current,First Case,Stay At Home,No Cases,No Stay At Home Order,Stay At Home Order After First Case
Terrebonne,Louisiana,LA,29.37344,-90.8263,"118,422",32,265,17,111021,25.3015195,14.3972762,18.9558732,6.06191621,1.13311896,0.11078985,5.06750975,66.6738725,1.68147603,50.7759793,20.6284642,90.8,35.6,19726.49,"5,535,908",49.86361139,21.1,8.7,2437:01:00,1983:01:00,453:01:00,82.4,45.6076256,5.00301516,22.6,5.51823123,39.6767961,5.4422497,404.040404,8.7,Yes,13.4086629,9.84693878,3.67859385,0.55241682,82.0574683,26.4,37.9585642,37.1165139,38.8446004,10.5,10.2,10.7,136.3,232.6,38.9,20.855002,4.6005065,5.11446682,9.24554909,22.2912356,41.6,7,31.1,80.7107098,19.9216734,11.9998741,5609,40,44,64.62,14.4310523,0.00037072,Unreliable,0.00030402,22.896,22.31428571,23.128125,3/14/20,3/23/20,0,0,1
Union,Louisiana,LA,32.83121,-92.3749,"118,422",21,50,4,22330,21.8898343,20.5553068,24.8499776,0.5463502,0.26421854,0.0672,4.59023735,69.1894313,0.96340024,50.4881326,82.9100832,25.9,12.9,17758.35,"624,213",,,,11286:1,11165:1,1015:01:00,64.8,35.5635205,5.67027204,29.5,6.18215816,36.9233896,12.4052988,271.391724,9.8,Yes,11.7754729,8.86912325,3.11165345,0.24405125,85.225,57.2,35.517987,34.594266,36.4494935,13.9,14.9,12.9,,,,20.6681472,4.64296134,4.95471064,11.0406762,19.369311,38.1,7.2,31.9,39.6989569,17.2153138,10.1881858,8385,41,40,64.66,15.9024298,8.42E-05,Unreliable,0.00017883,17.7625,17.03225806,17.4047619,3/25/20,3/23/20,0,0,0
Vermilion,Louisiana,LA,29.83518,-92.3029,"118,422",20,27,1,59830,25.4537857,15.2298178,14.1567775,0.4312218,2.10930971,0.0217,3.67039947,78.383754,1.83820233,51.5727896,54.6216314,49.4,21.5,21199.08,"1,732,086",,19.6,9.4,3165:01:00,3739:01:00,2493:01:00,93.5,45.0619779,5.27359894,25.2,4.9764735,33.8098361,5.15498204,387.052549,9.4,No,13.6123247,8.37975859,4.6907335,1.19567717,81.4513097,40.3,36.0191824,34.9356334,37.1555043,8.7,9.1,8.3,186.3,92,35.4,20.816313,4.70420899,5.11110213,9.81739288,20.4213277,38.8,8.1,33.6,59.645856,19.8741384,10.7173708,5217,41,40,40.14,9.78701874,0.00013098,NA,NA,22.28823529,21.21333333,20.63,3/26/20,3/23/20,0,0,0
Vernon,Louisiana,LA,31.10885,-93.1815,"118,422",22,14,1,48860,24.8239869,12.1960704,13.8272616,1.61686451,2.05280393,0.499386,9.38190749,70.0470733,0.586862,46.6946377,49.8968166,39.4,16.1,18901.75,"1,847,621",,14.9,9.5,3170:01:00,1810:01:00,611:01:00,90.8,59.140483,6.58977556,23.6,4.29523991,29.6342607,8.47691519,291.905593,9.5,No,10.9893198,9.13975422,1.40528387,1.01180439,85.4720895,20.9,37.077682,36.1301297,38.1125625,13.9,14.9,13.1,124.9,343.7,34.4,19.8847005,4.64414528,4.93495728,7.80152015,20.2926678,35.4,6.2,31.6,66.2685826,21.8679422,8.32731475,8537,27,39,74.6,14.8805471,0.00017893,Unreliable,0.00030402,20.08125,19.884375,19.71363636,3/24/20,3/23/20,0,0,0
Washington,Louisiana,LA,30.85289,-90.0387,"118,422",29,162,9,46582,24.1123181,17.9361127,30.1103431,0.45725817,0.28337126,0.0215,2.44944399,65.4265596,2.13982321,50.5667425,66.6744403,70.4,31.4,18478.82,"1,090,184",,27.8,9.1,2120:01:00,3882:01:00,656:01:00,81.5707476,40.3525955,5.74992575,36.7,5.75094798,53.0971082,8.14873587,677.878004,9.1,Yes,16.0995139,12.2319347,3.66028024,1.60137261,81.0021257,42.6,37.8704073,36.9389464,38.7934162,20.4,20.8,20.2,176,141.2,36.2,26.1144532,5.18041158,5.25098895,11.9133574,23.2360684,42.8,7,36.8,39.3783921,16.1355631,10.1300813,7237,39,41,73.4,23.6063252,0.0002526,Unreliable,0.00028613,21.08695652,19.57179487,19.9137931,3/17/20,3/23/20,0,0,1
Webster,Louisiana,LA,32.70848,-93.3312,"118,422",26,65,2,38798,22.6300325,19.7587505,34.009485,0.55672973,0.43558946,0.0258,1.99237074,61.7274086,0.10770929,51.3866694,53.0419589,69.5,32.6,17800.17,"1,123,296",,24.1,9.9,1641:01:00,4311:01:00,422:01:00,76.6,49.3251269,6.11535315,34.5,4.44212693,41.3026564,12.4434964,368.068157,9.9,Yes,15.7228725,13.0342156,2.43593799,1.48687124,88.9145497,37.7,38.8079586,37.8648825,39.7845065,12.4,13.2,11.7,116.6,267.6,38.4,23.4307108,5.12949829,5.44390507,12.366983,22.964288,32.9,5.9,31,50.9986167,16.1639795,9.39726117,6702,39,40,77.71,19.6948401,0.00018828,NA,NA,17.14545455,17.42222222,17.02692308,3/20/20,3/23/20,0,0,1
West Baton Rouge,Louisiana,LA,30.46058,-91.3099,"118,422",27,76,9,26427,24.4484807,13.6489197,39.3763954,0.23839255,0.71517766,0.0568,3.21640746,55.3070723,0.32814123,50.6300375,30.4607365,123.6,48.5,19011.4,"3,199,431",,16.8,9,6566:01:00,6607:01:00,2202:01:00,74.3,56.5664997,4.44263749,20,5.21557495,47.5992318,4.56881782,350.682543,9,No,13.5062129,11.4035088,2.16099406,0.70232307,87.8453497,33.6,39.5566799,38.4995452,40.5985322,8.5,8.5,8.7,100.7,75.5,39.5,19.8371782,4.3601226,4.69529935,11.3377795,20.022154,37.9,7.4,20.8,73.5791155,20.1790572,7.4817931,5919,40,49,60.56,13.8132114,7.60E-05,NA,NA,20.74782609,19.82432432,19.5962963,3/19/20,3/23/20,0,0,1
West Carroll,Louisiana,LA,32.7855,-91.4612,"118,422",9,4,0,10982,23.0650155,19.0311419,15.6164633,0.85594609,0.31870333,0.0273,3.96102714,78.4738663,0.12267623,49.1167365,100,32.3,14,17276.05,"252,662",,23.8,9.6,3660:01:00,3661:01:00,1830:01:00,93.3,35.8836207,9.20308483,34,5.60074511,35.0574713,18.2132775,401.907959,9.6,Yes,5.4958184,4.14129111,0.93189964,0.83632019,84.9944934,29.3,35.7221126,34.5872013,36.8157507,23,26.6,19.3,84.9,227.7,41.8,21.2157014,4.83064256,4.98180869,10.7064018,21.2779787,46.8,7.3,29.4,33.281627,18.6709722,10.8104915,15450,37,25,82.71,19.6631615,5.38E-05,NA,NA,16.18,17.51052632,16.63333333,4/6/20,3/23/20,0,0,0
West Feliciana,Louisiana,LA,30.87883,-91.4149,"118,422",18,46,0,15460,16.1707633,15.0258732,44.2755498,0.17464424,0.26520052,0.0388,1.55886158,52.9366106,0.48797018,34.6313066,100,38.8,12.6,18939.92,"806,915",,23.7,9,1398:01:00,2209:01:00,814:01:00,90.9,45.8812701,3.97450319,19.3,6.41770681,42.8909019,5.20156047,260.620276,9,No,13.2731959,9.37336815,4.12371134,0.51546392,89.8171388,47.4,39.3115852,38.0728311,40.5726541,7.7,8.1,7.2,104.2,41.3,31.3,20.8482842,4.45667438,4.53239698,9.13348946,21.8983671,21.8,6.3,14.2,14.9952,19.935303,6.86637081,3945,34,46,55.7,21.742305,7.84E-05,NA,NA,20.98181818,19.68571429,18.57777778,3/28/20,3/23/20,0,0,0
Winn,Louisiana,LA,31.94449,-92.6379,"118,422",21,12,2,14134,20.9990095,18.5793123,30.614122,0.87024197,0.24055469,0.0212,2.18621763,64.6455356,0.1896841,46.4058299,64.8925749,16.1,7.6,18429.1,"439,900",,24.3,9.4,1789:01:00,2827:01:00,3534:01:00,85.1,36.8421053,6.27411168,28.7,5.43140214,40.6807667,10.4814478,484.735974,9.4,Yes,9.83455882,8.40271055,1.37867647,0.73529412,86.9186622,32.1,38.2808613,37.3253029,39.2578939,20.5,23.1,17.7,127.5,457.9,37.9,24.4210452,5.1354878,5.20463129,11.1688312,22.9273381,37.3,6,26.5,80.2716646,17.3647355,9.18950897,11250,32,42,73.7,19.7309475,7.13E-05,NA,NA,19.82307692,18.67419355,18.52380952,3/25/20,3/23/20,0,0,0
Androscoggin,Maine,ME,44.16647,-70.2038,"12,342",34,29,0,107679,21.6681061,17.729548,4.18465996,0.43091039,0.87667976,0.039,1.98181632,90.3862406,0.86544936,51.0526658,43.3668827,230.2,104.9,14040.96,"4,266,879",,12.7,7.6,1223:01:00,1857:01:00,205:01:00,81.2263325,66.6127105,3.29672312,17.3,4.63695993,33.5063138,8.73192074,139.076236,7.6,Yes,14.8284725,12.7709761,1.75438597,1.54207174,79.3210346,33.2,35.6759807,34.8535629,36.5760184,10.6,12.1,9.2,91.5,114.8,33.2,13.4488554,3.67287032,4.04282715,8.05315766,16.4492062,33.9,7.7,24.7,84.1804238,19.862959,9.44662017,3799,46,50,75.54,18.4431198,0.00046077,26.9318994,0.00051862,4.375862069,4.622727273,4.579411765,3/12/20,4/2/20,0,0,1
Aroostook,Maine,ME,46.65926,-68.5984,"12,342",12,2,0,67111,18.2175798,24.1331525,1.03559774,1.93261909,0.46788157,0.0387,1.32169093,93.948831,0.67113061,50.5505804,80.2657576,10.8,5.9,14645.21,"2,357,454",,16.3,8.1,940:01:00,1766:01:00,183:01:00,90.1860623,65.2988855,4.81261058,19.1,5.04869438,29.5840512,11.233796,120.426862,8.1,Yes,13.6683417,11.9225544,1.32328308,0.97152429,79.6620584,19.4,33.7399564,32.8603546,34.6295014,10.2,10.9,9.5,103.4,147.9,34.7,17.4927945,4.29206813,4.46215456,7.69564275,18.5927215,35.9,7.4,31.2,55.6337832,15.3115257,11.8157968,5097,58,39,64.11,21.4946256,0.00035903,38.741786,0.00046497,2.4375,1.681818182,1.9,4/3/20,4/2/20,0,0,0
Cumberland,Maine,ME,43.83708,-70.3723,"12,342",31,331,12,293557,18.6662216,18.4499092,3.02292229,0.35802246,2.27655958,0.0337,2.14064049,90.3534918,1.09361282,51.4697316,36.0984684,337.2,166,14033.85,"19,382,624",,10,8,602:01:00,1002:01:00,143:01:00,88.2506845,77.7957468,2.68183714,8,4.36948061,27.0494632,13.1965812,128.3462,8,Yes,15.525579,14.0029137,1.28107237,0.95444133,76.4728173,30.2,28.9863957,28.3139393,29.6208093,7.4,8.4,6.5,58.7,98.4,23.8,9.00480887,3.03895241,3.76104489,6.78096607,11.3915224,23.3,8,15.9,83.8440893,22.8184994,9.18378571,2537,44,53,52.48,12.1595374,0.00079641,18.0544153,0.00094782,4.29,4.641463415,4.477419355,3/15/20,4/2/20,0,0,1
Franklin,Maine,ME,44.9733,-70.4438,"12,342",20,8,0,29897,17.5101181,22.4269994,0.5452052,0.47496404,0.48165368,0.0468,1.32454761,95.7019099,0.2656321,50.9114627,82.9985699,18.1,12.8,14235.53,"985,027",,14.3,6.9,937:01:00,2990:01:00,344:01:00,90.1829268,64.1570142,4.0149264,20.4,4.34560796,29.7372317,8.67013472,110.993307,6.9,Yes,13.1792897,10.6712565,1.14676936,1.88275567,76.673774,36.6,33.1137515,32.2379813,33.9862188,7.1,7.7,6.6,99.7,161.9,33.8,14.0570048,3.8465902,4.18390579,7.73166572,16.1973564,34.1,8.2,23.3,46.7661207,19.8957005,10.78264,3130,52,43,66.07,15.0611881,0.00010642,NA,NA,-6.805555556,-6.777586207,-5.6675,3/26/20,4/2/20,0,0,1
Hancock,Maine,ME,44.59816,-68.384,"12,342",27,5,0,54811,17.0841619,24.6100235,0.85201876,0.47435734,1.24974914,0.0219,1.52706574,94.6470599,0.2013114,51.5626425,90.1135654,34.3,25.3,14989.87,"2,197,937",,11,6.3,690:01:00,2030:01:00,256:01:00,88.0215827,63.8669866,3.79501479,15.9,4.46596766,30.2972196,13.2117364,60.0972483,6.3,Yes,16.2736842,13.2754605,1.74736842,2.02105263,72.5696974,34.5,30.5886961,29.7493624,31.4619171,6.9,8.2,5.7,94,179.1,25.2,12.9667712,3.63942415,4.16000849,6.73076923,14.3947347,24.9,8.1,18.3,69.5119262,20.9224172,11.8409786,3745,43,51,47.53,15.0462673,0.00018945,Unreliable,0.00019672,2.661538462,2.672972973,2.988888889,3/19/20,4/2/20,0,0,1
Kennebec,Maine,ME,44.4076,-69.7674,"12,342",29,81,1,122083,19.3032609,19.945447,0.69624764,0.54061581,0.9313336,0.0377,1.58744461,94.55862,0.40513868,51.2471024,62.8304312,140.8,70.3,14150.6,"5,025,676",,14.1,7.7,786:01:00,1233:01:00,205:01:00,83.1521739,66.45469,3.236277,15,4.46663362,35.5334924,14.6116023,168.191464,7.7,Yes,14.4402912,12.7668023,1.64273067,0.69840645,79.8915492,32.3,31.1396583,30.3930649,32.0056177,8.4,8.9,8,94,167.9,32.1,12.4856462,3.53369763,4.09213074,6.72033175,16.4631073,33.5,8,23.1,76.5257755,19.1545619,9.65530932,3295,46,46,67.18,16.1318817,0.00045492,Unreliable,0.00033978,4.45,4.68974359,4.74137931,3/17/20,4/2/20,0,0,1
Knox,Maine,ME,44.11486,-69.1053,"12,342",30,12,0,39771,17.8044304,25.2872696,0.7417465,0.46516306,0.6411707,0.0302,1.49355058,95.1245883,0.0972,50.675115,67.9308436,108.8,65,14425.12,"1,555,505",,11.4,7.2,1075:01:00,1473:01:00,194:01:00,90.7714617,61.2201964,3.22094831,16.1,4.22574665,32.9593268,15.3304851,52.8361701,7.2,No,15.819209,13.3733133,1.57597383,1.6651799,77.6531757,18,29.2776148,28.4906861,30.1088017,6.2,6.8,5.6,78.5,147.6,24.8,11.1735634,3.03512649,3.78136952,6.4978903,13.6976464,27.2,8,18.6,44.8132676,20.5442868,11.7141769,2651,44,48,51.54,13.1430388,0.00012279,NA,NA,2.211111111,2.44375,2.673333333,3/16/20,4/2/20,0,0,1
Lincoln,Maine,ME,44.05997,-69.5423,"12,342",30,11,0,34342,16.6880205,27.715334,0.56490595,0.37563334,0.84444703,0.0175,1.24337546,95.7923243,0.15888536,50.9288917,100,75.6,51.5,14256.71,"1,030,391",,11.3,7.5,900:01:00,2642:01:00,484:01:00,NA,58.1197855,3.34353661,16.8,4.3413968,32.0865095,12.8639925,154.448105,7.5,No,14.9467377,12.9140181,1.59786951,1.46471372,75.7606236,34.3,26.4270702,25.6579562,27.1668117,6.2,6.7,5.7,71.3,113.1,24.3,11.1480408,3.4596658,4.01950755,8.09011777,14.5245887,24.5,8.3,19.4,56.6764373,18.2209917,13.6461507,3973,41,36,54.86,18.0695854,0.00014501,NA,NA,4.482142857,4.6175,4.496666667,3/16/20,4/2/20,0,0,1
Oxford,Maine,ME,44.49953,-70.7568,"12,342",29,13,0,57618,18.4386824,21.6651047,0.59009337,0.49810823,0.77232809,0.033,1.43878649,95.166441,0.1956482,50.5276129,83.1117182,27.8,17.4,14209.28,"1,551,556",,13.4,7.4,1689:01:00,2744:01:00,389:01:00,83.531348,52.3778502,3.99130533,26.3,4.21602972,38.9275443,9.22718014,111.905719,7.4,Yes,15.946924,13.6274988,1.5681544,1.37515078,80.7869818,42.7,31.9217138,31.0739221,32.8034501,7.5,7.9,7.1,87.3,175.6,33.9,13.6476888,3.61863594,4.37774503,6.83229814,18.0309235,33.2,8,26.2,40.9558557,18.9484546,11.3088017,3761,49,41,79.59,18.1739005,0.00024208,Unreliable,0.0003219,-7.4875,-7.196052632,-6.777586207,3/17/20,4/2/20,0,0,1
Penobscot,Maine,ME,45.40195,-68.6502,"12,342",28,34,0,151096,18.1301954,18.6662784,0.90604649,1.27534812,1.12643617,0.0324,1.39977233,93.6609837,0.21855354,50.5254937,57.6502537,45.3,21.7,14798.18,"6,017,850",,14.8,7.2,775:01:00,1228:01:00,186:01:00,87.7374356,67.3258536,3.78596341,17.1,4.93017891,35.3350835,10.1344459,86.2511149,7.2,Yes,14.9227159,12.8723404,1.65897872,1.28672008,79.3867527,26.1,33.4079746,32.5907464,34.195175,9.7,10.2,9.4,91.1,154.1,32.1,15.212091,4.06907121,4.58612142,7.40005952,16.8580763,33.7,7.5,23.5,63.4122256,20.1364164,10.9332405,4379,45,43,67.83,15.9422922,0.00056251,21.1785884,0.00057227,1.634090909,2.630263158,3.042857143,3/18/20,4/2/20,0,0,1
Piscataquis,Maine,ME,45.83839,-69.286,"12,342",#N/A,0,0,16800,16.8333333,26.7202381,0.5,0.76785714,0.83928571,0.0476,1.48214286,95.125,0.12978986,50.1309524,100,4.4,3.9,14597.93,"534,476",,18.9,6.7,1525:01:00,3360:01:00,480:01:00,NA,53.2446977,4.16499263,23.8,4.64982308,38.7016673,8.94294402,118.084667,6.7,No,14.332893,11.6772824,1.51915456,1.51915456,78.1300813,31.5,34.3522289,33.5117268,35.2583025,8.2,8.6,7.7,104.9,169.1,35.4,15.244387,3.9631019,4.5472158,7.95107034,18.9008718,36.6,7.8,25.1,48.0467636,17.7571908,12.1602527,4064,47,32,71.47,21.712069,8.77E-05,NA,NA,,,,,4/2/20,1,0,0
Sagadahoc,Maine,ME,43.95416,-69.8507,"12,342",25,15,1,35634,19.1362182,22.1165179,0.85592412,0.46865353,0.88959982,0.0281,1.8325195,94.4631532,0.54638283,51.4115732,61.6751197,139.1,72.1,14075.38,"1,442,267",,9.3,7.7,1539:01:00,1620:01:00,482:01:00,85.2348066,66.1919425,2.71090535,13,3.94590485,32.5952704,8.19394213,37.0481198,7.7,No,14.2170989,12.7296165,0.86455331,1.21677874,79.5083774,32.8,27.7956795,26.9172744,28.640166,6.4,6.7,6.2,70.4,100.4,24.7,11.7525542,3.32918375,3.90944811,6.39686684,13.5909219,25.1,8.2,18.5,81.4240784,20.9112097,8.47000432,3092,35,33,66.45,13.5289774,0.00011227,NA,NA,4.154166667,4.654285714,4.836,3/21/20,4/2/20,0,0,1
Somerset,Maine,,45.5123,-69.96,"12,342",17,11,0,50592,18.995098,20.8135674,0.54949399,0.57123656,0.72738773,0.0356,1.11677736,95.5566097,0.42372006,50.2628874,80.4759899,13.3,7.8,14384.08,"1,660,106",,19.5,7.3,1633:01:00,5621:01:00,582:01:00,86.1434938,56.6530467,4.81038099,21.1,4.812026,36.1136666,10.0738751,136.460222,7.3,No,16.2807018,12.8703484,2.19883041,2.87719298,81.7799383,33.7,35.4192203,34.5354018,36.3424733,9.3,9.1,9.6,120.9,187.6,34.6,15.7365573,3.92042497,4.32545092,6.94149742,19.0945034,33.9,7.3,26,59.4757601,18.35903,12.1141719,4691,48,41,76.42,18.3641167,0.00022103,Unreliable,0.00023248,1.3,0.869230769,2.4,3/29/20,4/2/20,0,0,1
Waldo,Maine,,44.48583,-69.1206,"12,342",22,29,2,39694,18.3780924,22.4845065,0.56935557,0.49629667,0.70791555,0.0403,1.4989671,95.3469038,0.135577,50.8313599,91.3422369,53.1,29.5,14465.2,"994,584",,14.3,7.1,1374:01:00,2835:01:00,397:01:00,84.7932331,64.6309264,3.52470588,20.2,4.31788381,30.4215619,7.53163286,72.8025136,7.1,Yes,14.803805,12.113943,1.78359096,1.90249703,77.1289138,39.4,32.3552205,31.4590985,33.2308586,8.2,9.2,7.3,92.5,168.5,29.1,15.062473,4.22618061,4.33750476,7.05258867,17.5107616,30.7,8,20.7,49.9974218,18.5780548,12.356303,4195,44,42,57.96,14.7040262,0.00013215,NA,NA,2.07,2.634375,3.686363636,3/24/20,4/2/20,0,0,1
Washington,Maine,,45.01607,-67.6281,"12,342",12,1,0,31490,18.8567799,24.4109241,0.59701493,5.40489044,0.50174659,0.0349,2.41981582,89.444268,0.5334482,50.5652588,92.3788654,12.8,9,15206.65,"1,026,010",,18.4,6.5,1504:01:00,2249:01:00,178:01:00,NA,52.4832856,4.92085094,26.8,4.78559991,36.5443425,6.96356788,122.821106,6.5,Yes,13.5087096,11.2701252,0.81763242,1.9907572,73.4541663,27.2,34.1541538,33.224266,35.08094,9.8,10.9,8.7,100.8,150.1,30.9,17.6278557,4.09213072,4.62546744,7.36639384,18.2297896,32.6,7.4,26.7,51.9570246,18.5191099,15.6281254,4100,44,34,67.84,21.639711,0.00016606,NA,NA,,3.031818182,3.5,4/3/20,4/2/20,0,0,0
York,Maine,,43.47808,-70.7105,"12,342",29,152,4,206229,18.7000858,20.4786912,0.90869858,0.37385625,1.36256298,0.0325,1.73835882,94.1017025,0.49731183,51.2163663,56.8434188,199,106.8,14157.09,"7,424,554",,8.1,7.7,1309:01:00,2242:01:00,251:01:00,88.0374749,69.2595029,3.03072834,10.5,3.99442667,27.1352848,7.88477455,150.822067,7.7,Yes,14.9049522,13.3678757,1.11999031,0.88388425,81.0179783,41.9,31.9339833,31.2070805,32.6743509,7.9,8.4,7.6,69.9,114.8,29,12.7238616,3.3497105,3.81971447,6.77483851,14.0369137,30.2,8.3,21.7,77.9101207,21.2041355,8.59451698,3810,49,49,52.11,14.398494,0.00066426,21.3355057,0.00078687,4.286956522,4.666666667,4.817241379,3/17/20,4/2/20,0,0,1
Allegany,Maryland,,39.62358,-78.6928,"55,763",13,17,0,70975,17.3596337,20.2888341,8.05776682,0.20711518,1.15110955,0.0648,1.86121874,86.7713984,0.37407391,47.8717858,27.2523872,177,78.5,15014.98,"2,828,976",,17.2,9,1885:01:00,1339:01:00,330:01:00,88.74,53.5941926,5.51525763,21.3,4.71444873,36.3305571,17.1751728,310.514004,9,No,14.6635896,13.5076646,0.90182851,0.74560625,82.9815163,20.9,40.1463463,39.2828121,41.0317597,13.2,14.1,12.3,154.3,256.4,38.4,16.5999706,4.16439217,4.70686217,8.51018221,16.0517106,36.9,7.2,29.1,82.4963043,16.2850273,5.8771464,4853,48,43,61.75,17.0605718,0.00029471,Unreliable,0.00023248,11.69,11.26086957,11.32307692,4/2/20,3/30/20,0,0,0
Anne Arundel,Maryland,,39.0067,-76.6033,"55,763",33,783,32,576031,22.2396017,14.6780295,17.1334529,0.4414693,4.20585003,0.12238925,8.08324552,67.5421983,1.57350666,50.4656867,5.30413499,1295.9,512.3,16156.2,"45,313,225",,7,10.6,1440:01:00,1492:01:00,528:01:00,88.53,74.0525497,3.3407299,9.6,3.70980721,25.9651677,8.30374977,452.599095,10.6,No,13.4770297,11.910969,1.59156374,0.44915296,79.8290998,47.3,34.7328634,34.1871781,35.2836417,8.8,9.9,7.9,84.6,201,28.8,12.1719601,3.2372232,3.66374292,7.7280458,13.6754212,29.4,8.9,20.5,91.9111849,19.2490792,5.58519444,4625,41,53,47.47,11.3520733,0.00141271,13.7145397,0.00141278,10.588,11.16046512,11.36969697,3/13/20,3/30/20,0,0,1
Baltimore,Maryland,,39.45785,-76.6291,"55,763",34,1377,41,828431,21.5987813,17.1782563,28.9949314,0.43902268,6.33269397,0.0758,5.65285461,56.5541367,2.3953457,52.5959313,6.53380189,1345.5,3665.3,15515.34,"48,916,032",59.04659773,9,10.9,988:01:00,1338:01:00,327:01:00,89,70.3059042,4.04160172,13,4.23173354,34.2721727,8.44476905,511.310078,10.9,Yes,15.8123552,14.1713733,1.64628786,0.58818828,79.4218307,47,34.0822725,33.6095786,34.5169516,9.4,10.5,8.6,103.8,198.3,30.7,13.8132022,3.19559557,3.84794203,8.9623398,13.2778303,30.9,8.4,23.5,96.3496967,17.1694142,6.1364452,5172,45,53,40.43,12.2124345,0.0022828,12.795272,0.00189563,10.71481481,11.075,11.34117647,3/12/20,3/30/20,0,0,1
Baltimore City,Maryland,,39.30212,-76.6115,"55,763",27,99,1,602495,20.444485,14.0062573,61.9025884,0.45195396,2.76566611,0.0795,5.48734844,27.7592345,1.84545189,53.1323911,0,7671.5,561,15879.43,"45,594,014",,21.8,9.5,1031:01:00,1421:01:00,218:01:00,70.849629,63.9041035,5.67853174,26.1,6.2835033,62.6325521,9.82591294,1566.31221,9.5,No,22.5130458,20.8033979,2.04814059,0.95497391,60.0592395,41.5,42.1559101,41.5387393,42.7708075,12.2,12.1,12.4,134,381.3,33.2,18.7660131,3.7435894,4.93335567,11.8690176,20.2625953,34.9,6.6,26.5,99.6088321,18.5778619,7.64092244,6325,42,46,49.74,NA,NA,NA,NA,10.60833333,11.10487805,11.17741935,3/15/20,3/30/20,0,0,1
Calvert,Maryland,,38.53962,-76.5682,"55,763",25,21,0,92003,23.151419,14.8766888,12.7452366,0.45541993,1.88906884,0.11086595,4.14986468,77.9865874,0.35721742,50.4222688,38.7098955,416.3,158.5,16585.03,"4,127,614",,5.8,9.3,1906:01:00,1958:01:00,544:01:00,94.62,70.7385675,3.54023737,6.6,3.41042339,27.7103312,6.44794649,150.454671,9.3,No,13.0559085,11.7458793,1.22299873,0.23824651,81.7290941,61.2,32.8950312,32.2246359,33.6272906,9.9,10.5,9.5,96.8,228.2,29.9,11.7726756,3.06731218,3.59498015,6.84069822,14.4829161,32.3,9.1,21.4,61.4298433,17.8689296,4.06958085,4408,39,53,52.51,10.7913043,0.00021752,Unreliable,0.00023248,12,12.4,12.47407407,3/19/20,3/30/20,0,0,1
Caroline,Maryland,,38.87172,-75.829,"55,763",33,259,29,33304,23.7418929,16.244295,13.7671151,0.85275042,1.2130675,0.32128273,7.38950276,75.4503964,1.6653167,50.9788614,75.9995161,103.5,42.2,15981.28,"1,210,266",36.33995916,,,2766:01:00,2082:01:00,2220:01:00,82.32,43.7966359,3.81628578,19.9,4.28515794,38.5743963,9.94185521,258.636616,9.4,Yes,19.8168193,18.6105263,2.28975854,0.95753539,84.3602801,50.3,32.0549539,31.3175751,32.7194984,11,10.3,11.6,,,,17.2111579,3.83047855,4.37037342,7.69230769,18.6024251,40.2,8.4,30.8,47.6531785,16.3898903,8.38591052,4914,44,48,68.71,14.5601884,0.00010876,NA,NA,11.61764706,11.82571429,11.588,3/21/20,3/30/20,0,0,1
